109,ingannate.,1895102,90275.081149
110,ch'io,3534275,63445.355665
111,faville,4504232,73790.362382
112,presente,3204307,83530.580018
113,fiate,3469149,82695.946730
114,s'argomenta,4604320,14848.814386
115,vera,4680818,75260.134358
116,falcone,4460543,54642.192169
117,aver,1030919,95692.527871
118,s'i',1780338,97001.645274
119,tanto,1013850,65811.990614
120,cose,3488537,43242.860515
121,sogno;,2895907,23442.740874
122,guarda,4231115,25126.343977
123,molle,4789196,75197.494909
124,molta,3383144,51577.946515
125,vid',3130515,65301.403344
126,agogna.,3145873, 5168.461062
127,avea,131999,31567.790146
128,Aglauro,3533589,94166.770630
129,biscia,2063671,49123.609271
130,turbato.,3305219,72971.789333
131,falcone,119606,29772.482231
132,calar,4368092,20039.775513
133,arte;,1726097, 2137.085837
134,venian,4446287,78667.508955
135,come,4726469,36349.484259
136,pietà,4624348,17757.526076
137,barbuto,1100949,58553.759201
138,quest',4506800, 7770.163193
139,colui,2631632,25224.386737
140,volti.,1008230,11620.341980
141,s'i',72441,97920.100165
142,pelle,4056808,81144.819996
143,l'altra,836445,69152.586860
144,l'altro,1892677,45592.998679
145,Alberto,30356, 3297.583088
146,'ntesi,1945537,97633.156855
147,giace;,4938110, 2357.613028
148,levarsi;,3537508,90388.938881
149,vivi,1626362,17179.205562
150,riprende,3311445,52083.059326
151,dosso,1271613,10629.843494
152,ruinare,1214773,77349.167200
153,venian,1876430,76299.848093
154,vidi,3542201,38751.953195
155,nostra,34337,49789.629993
156,'ntesi,3008723,59093.128156
157,altri,2834903,85821.410315
158,voce,3357563,11389.897078
159,nulla,3359066, 6771.238020
160,puro;,1357581,95617.521191
161,scuro,137913,57132.628355
162,consiglio,4756868,55252.728033
163,vivi,4885600,56543.079537
164,vorrebbe,1399122,89723.917508
165,innalzo,91259, 4007.361229
166,mira,1383711,59476.015197
167,l'arnie,2209695,26774.848813
168,faccia,1534215,71749.988601
169,s'io,4144039,11203.420922
170,pietà,76220,95283.677912
171,giace;,97153,29319.334974
172,cresciuto,3136919,40873.089115
173,sinistra,1672502,83023.675687
174,vegnon,2233907,94314.349262
175,sostegnon,4345350,92288.031469
176,cielo,183667,84822.010445
177,ruinare,4409606,68281.131855
178,incontra,2958463,70452.834821
179,s'i',494665,25601.014500
180,altro,1818600, 5342.317296
181,color,935138,57748.686700
182,voce,4505943,63107.523400
183,mattina,1604068,37069.669510
184,Maria,4069127,26842.598921
185,mondo,4780689,86030.568413
186,Salvani,3723797,54803.126841
187,gloria,2432707,19053.481786
188,sanza,1888360,75874.988378
189,lume,3008153,63839.351957
190,corpo,2113758,  239.625897
191,molti,3887394,88326.496582
192,vanno,4642082,95613.455405
193,ancora,3522739,95159.654565
194,schermi,982943,30168.662357
195,dismonta».,4070973,88780.118859
196,quella,1947258,93176.299436
197,quel,215228, 2856.515637
198,CANTO,4992132,42799.385476
199,verranno,4513713,20172.451592
200,Diletto.,4144684,52126.478333
201,quello,2587233,82853.733515
202,l'Orse.,1539615,86628.065983
203,molle,111841,57879.781515
204,faccendosi,4392470,35844.279678
205,mente;,4406757,96959.827500
206,duca,4301513,46733.481214
207,cagne,473282,13925.231724
208,credetti,4931354,78725.111134
209,trono,4891872,44795.120097
210,quella,3861166,67868.311633
211,turbato.,3333564,32562.764139
212,conduca,3128788, 3315.079457
213,suono,3271787,12248.510426
214,s'adona,648495,50420.832177
215,Modena,2798103,97550.061151
216,ond',1117108,26301.013401
217,l'arnie,1647706,36385.853935
218,l'altra,1543376,38201.291163
219,noto,2644106,68100.041228
220,dire.],4687467,58580.194821
221,inizio,148621,11590.944535
222,Carrarese,2456270,33050.084423
223,presi;,4357985, 4105.832535
224,l'acqua,1564064,13002.357833
225,giova,4988545,20845.014527
226,tanta,2475223,89209.443379
227,mattina,2281261,40946.319170
228,ammiro,1495554,23525.466471
229,pregandola,1453327,61227.283414
230,altro,41191,55340.704073
231,dite,3068203,67709.884219
232,'nteso,635562,90144.090616
233,m'apparve,4406834,70394.505856
234,Genova,2578392,88819.109001
235,propriamente,3270437,77977.638705
236,quel,2915131,81583.773510
237,testa,3025301,50164.413588
238,sembianti.,2259888,32849.072734
239,pronta;,1925476,55599.495390
240,fornito,495762,88896.925069
241,servo,1650999,40608.216580
242,avea,4628659,11794.302949
243,Sfinge,4128137,75777.267887
244,figliastro,3461384,56997.202454
245,l'acerbo?».,3164114,30869.367747
246,denti,463721,99466.253182
247,nostra,978357,64081.164911
248,quei,1064523,20507.623664
249,mosterrà,4970359,94088.478956
250,rombo,4879749, 9837.057348
251,Achitofèl,4990666,99982.858613
252,loco,1421529,73695.874965
253,dimonio,3329574, 3407.001662
254,fasciati,3799664,49706.255867
255,'Qui,3433741,64978.264816
256,radïal,2678481,49030.634767
257,dimmi,2003816, 6549.875003
258,siede,3938513, 9025.420186
259,armento,1422773,82354.713829
260,come,4810972,93103.209124
261,tanta,2324095,14162.408406
262,rispuose,1683173,74290.717477
263,serrava.,2315729,74136.433896
264,pioggia,3329057,77514.473725
265,venuta,1654517,47269.434950
266,ciascuna,1476099,34184.359222
267,venne,4548410,48159.950616
268,tepidezza,4520697,72449.977050
269,sinistra,2007008,19161.289078
270,come,4387965,40380.442798
271,gran,73984,56431.091471
272,vanno,4173194,95265.559307
273,metalli,403706,15171.106466
274,consorti»,214149,82777.957862
275,lingua,3124508,40294.227356
276,remote,888759,31968.362803
277,cotal,715736,55910.012127
278,rombo,3973975,10545.368475
279,Spirito,1145060,68204.375381
280,sommo,349406, 3189.202003
281,scaldar,4161777,50312.902969
282,verranno,2787272, 4257.323598
283,occhio,3227238,10767.862632
284,movendo,994635, 8755.270664
285,nature,3988835,57315.761872
286,terra,22743,68897.927947
287,piedi,4429563,61163.529543
288,come,3409913,46384.234832
289,derelitti,4957840,41412.070374
290,quel,4440708,53654.659150
291,pensar,4807442,35422.845231
292,dicer,2643525,83349.611658
293,destra,1954372,69920.515329
294,quarta,2885379,88531.138366
295,dicer,4361829,49475.983923
296,sparito,4546287,61455.118072
297,testimonio,2464418,11435.600125
298,dire.],1275103,61878.865311
299,fue.,698302,79722.569925
300,l'Orse.,3457759,35246.350492
301,l'anima,3016300,85296.732310
302,puoi,4541937, 2128.779422
303,viziata,49626,18172.546526
304,sarà,2317949,28646.093653
305,Questa,3612166,32316.480298
306,proprio,4911217,23553.045328
307,sembianti.,3577965,32079.647301
308,suono,1039617,98238.432811
309,quïeto,3069518,  563.383766
310,anco,2476333,47493.574181
311,scocca,3418466,60096.204112
312,possanza.,4747654,92739.567951
313,sale,1117594,18002.901355
314,fosse:,4790226,61519.896433
315,l'ira,653607,57769.888049
316,potenza,4384890,17950.962304
317,[Canto,2581781,61876.935334
318,spirti,1099348,93367.480116
319,avendo,1579471,59155.577998
320,verde,3812379,59910.647495
321,Alcun,2461212,29243.023973
322,omai,4614362,27541.270468
323,cielo,4110202,21606.146459
324,saliro;,3871271,55572.428031
325,bogliente,1590733,97628.194680
326,viziata,2555196,52313.021802
327,cignesi,360715,87402.374219
328,quel,1874609,51431.304603
329,vorrebbe,183151, 9216.546366
330,occhio,525020,10275.888252
331,quanto,2473520,40873.090692
332,distante,3081986,46728.345459
333,smisurato,4602314,19906.993373
334,Tutti,3350110,23269.216609
335,s'affige,1867032,93044.874412
336,imagine,538403, 9354.382427
337,possanza.,180413,87310.052698
338,Nessun,4485801,68497.844423
339,cotal,4629007,58445.963895
340,l'acqua,3956977, 7514.110534
341,ebbe,897396,18682.425649
342,conobbero,1804476,45399.190371
343,medesimo,3271671,14338.829038
344,qualunque,3841131, 2627.542045
345,Caorsa,1888411,66269.021729
346,spesse,911534,46511.512393
347,chiave;,4853371,66452.752021
348,ch'a,677687,70476.216707
349,muoversi,740048,79765.217674
350,gradi,2024427,93206.332427
351,seguiteria,4835599,70772.591378
352,Avete,247157,39975.117376
353,Guido,2681588,69223.084845
354,destra,4906268,71250.553847
355,vien,3479349,79308.854015
356,virtute,3932698, 8233.685437
357,rabbia,3570165,40733.685839
358,inteso,3663732,78074.549202
359,lui:,923937,93738.313898
360,nacqu',155670,23419.108689
361,dove,1417477,92595.321788
362,dopo,4018104,88042.848660
363,perch',744733,85167.634528
364,acceso,3112548,39949.110967
365,viziata,4736429,19696.222731
366,t'avrei,3984950,78462.877860
367,tutta,4070373,33861.956232
368,mezzo,2474423,14634.550858
369,artigli,367808,55431.873165
370,piedi;,3431340,77322.650619
371,pioggia,747821,17380.933224
372,lucerne,1659335,91172.248557
373,mondo,4664428,57094.220367
374,messer,542817,76471.700925
375,parevi,265681,95923.151469
376,dimonio,2469373,40652.036403
377,voce,1018195,85127.539015
378,odio,1114724,29973.559015
379,noto,2659602,22367.296728
380,semenza:,4280063,65511.501227
381,dimonio,3274533,46776.715822
382,caccia.,3079639,70969.588871
383,fatto,1574442,21725.010916
384,messer,441219,59763.412676
385,trista;,4163135,88779.046798
386,puro;,2085123,20526.184491
387,selva,2156812,15376.135245
388,confonda.,1747203,10209.745096
389,m'apparve,987831,87974.784663
390,m'accors',2020475,69402.103185
391,Marte,4478992,56600.687006
392,rispuose,1176076,26750.587485
393,dimonio,421708,  285.764867
394,tempo,1777774,70381.318263
395,famigliar,3376228,87245.227627
396,Maestro,4575992,62234.729634
397,facea,1943329,35567.711947
398,altri,1198522,45858.612986
399,memoria,68568, 8695.617585
400,regi,610715,44613.272098
401,sarai,3493602,59135.919139
402,color,4219784,61149.214499
403,dove,1429564,11364.139097
404,infamia,737125,75554.274394
405,forse,2190480,87555.296013
406,stesso,1903030,53699.186579
407,semenza:,343520,37079.486462
408,peccar,1549717,31042.913680
409,Ella,3334032,25760.463134
410,volti.,2978595,42715.461658
411,l'affoca,4590297, 5182.749379
412,vorrebbe,3177679,52798.794281
413,contradire.,3598068,25792.747261
414,terra,532715,71841.849150
415,fosse:,3775851, 4364.584275
416,foco,3603235,25745.886958
417,biondo,2187419,78541.212945
418,Secondo,1848693,12931.207868
419,Libra,2562890,75025.687802
420,sommo,2822313,58894.722405
421,cinto.,3106963,58797.478561
422,labbra,1794209,62691.214373
423,compagni,1606128,53739.868884
424,dosso,2453458,99671.031811
425,sembianza,246833,53584.865400
426,ond',444834,66326.217965
427,s'io,3841535,33890.535024
428,credi,3072160, 5825.563301
429,omai,1662215,32543.457691
430,tocca,2509300,57735.543194
431,quanto,1330275,56128.003024
432,storïata,16762,45860.293349
433,anco,3018508,45093.101165
434,l'inferno,4494765, 5376.606484
435,l'affoca,3592626,51353.667506
436,Allor,1374392,23351.258609
437,Clïò,683461,25569.584343
438,servo,1938331,  466.276970
439,centesma,2083542,95392.465810
440,acume.,2852308,37566.552223
441,così,4325411,67684.940352
442,occhi,2738585,72997.771474
443,Ancora,4061353,62646.156932
444,gridando,2185278,30455.373906
445,Sfinge,1756893,82667.989072
446,ch'ei,5624, 1702.524443
447,voce,471913, 2500.117917
448,rombo,3866435,47552.463162
449,questo,1869661,79026.537136
450,guerra;,3516541,12964.225812
451,Commedia,1666121,84274.097196
452,maravigliar,1216128,22669.968969
453,regi,1321224,52492.493287
454,questa,3752323, 1875.979133
455,grande,4486239,52785.592110
456,consiglio,3579770,71329.165308
457,puote,4969558,17734.980396
458,pars,2200283,12135.952251
459,sparse,1631125,39424.013851
460,movi,1844502,79960.503649
461,dimmi,846111,80066.185189
462,parti,2233720,77393.712738
463,stampa,785280,94564.707866
464,Arrio,385719,95656.691370
465,gente,3501609,80482.478038
466,divenni,364993,71617.640185
467,Brunetto?».,3191722,48088.202158
468,vedi,3919372,20209.746586
469,dite,1430263,38770.430425
470,Cotal,3581772,91237.521046
471,Allor,3788992,38194.449435
472,l'altro,1938495,91987.493319
473,ch'i',3168309,47406.331369
474,chiaro,619729,45583.909222
475,barbuto,3750913,51663.831297
476,messer,1465390,95034.395894
477,perde,1107467,14569.692211
478,destra,4944109,17931.622364
479,segno,409173, 9730.425495
480,cantar,464120,17609.515114
481,lumi,3359268,74490.874685
482,Dante,69361,76357.063565
483,oltre,4745662,15750.772997
484,sta;,414203,94072.445347
485,l'ossa;,2776964,20572.298389
486,perde,4453394,21798.335311
487,stesso,1431661,27508.946904
488,piena,4473764,55104.975914
489,trova,3857548,50760.921766
490,inteso,4417064,59406.584703
491,dismonta».,866816,82083.135222
492,oltre,2099189,18736.605189
493,credetti,4438813,53304.250302
494,sonno,4672314,34872.462629
495,altri,520064,55449.291931
496,priega,3885960,65508.511312
497,dicer,1438866,81024.205940
498,carco,2571885,21728.051991
499,tepidezza,1833705,13298.935809
